fecha,AMS_ultimo,AMS_per,AMS_bpa,AMS_rentabilidad_por_dividendo,AMS_precio_valor_contable,AMS_ebitda
2017-10-24,"56,200","18,34","2,54","0,94","7,71","1.865,10"
2017-10-25,"56,320","18,34","2,54","0,94","7,71","1.865,10"
2017-10-26,"57,540","18,34","2,54","0,94","7,71","1.865,10"
2017-10-27,"57,060","18,34","2,54","0,94","7,71","1.865,10"
2017-10-30,"57,890","18,34","2,54","0,94","7,71","1.865,10"
2017-10-31,"58,250","18,34","2,54","0,94","7,71","1.865,10"
2017-11-01,"58,440","18,34","2,54","0,94","7,71","1.865,10"
2017-11-02,"58,080","18,34","2,54","0,94","7,71","1.865,10"
2017-11-03,"58,790","18,34","2,54","0,94","7,71","1.865,10"
2017-11-06,"60,200","18,34","2,54","0,94","7,71","1.865,10"
2017-11-07,"60,450","18,34","2,54","0,94","7,71","1.865,10"
2017-11-08,"60,720","18,34","2,54","0,94","7,71","1.865,10"
2017-11-09,"60,120","18,34","2,54","0,94","7,71","1.865,10"
2017-11-10,"59,830","18,34","2,54","0,94","7,71","1.865,10"
2017-11-13,"60,210","18,34","2,54","0,94","7,71","1.865,10"
2017-11-14,"59,900","18,34","2,54","0,94","7,71","1.865,10"
2017-11-15,"59,800","18,34","2,54","0,94","7,71","1.865,10"
2017-11-16,"60,920","18,34","2,54","0,94","7,71","1.865,10"
2017-11-17,"60,400","18,34","2,54","0,94","7,71","1.865,10"
2017-11-20,"60,900","18,34","2,54","0,94","7,71","1.865,10"
2017-11-21,"61,950","18,34","2,54","0,94","7,71","1.865,10"
2017-11-22,"61,190","18,34","2,54","0,94","7,71","1.865,10"
2017-11-23,"61,410","18,34","2,54","0,94","7,71","1.865,10"
2017-11-24,"61,490","18,34","2,54","0,94","7,71","1.865,10"
2017-11-27,"61,650","18,34","2,54","0,94","7,71","1.865,10"
2017-11-28,"61,400","18,34","2,54","0,94","7,71","1.865,10"
2017-11-29,"61,030","18,34","2,54","0,94","7,71","1.865,10"
2017-11-30,"60,570","18,34","2,54","0,94","7,71","1.865,10"
2017-12-01,"60,350","18,34","2,54","0,94","7,71","1.865,10"
2017-12-04,"60,830","18,34","2,54","0,94","7,71","1.865,10"
2017-12-05,"61,480","18,34","2,54","0,94","7,71","1.865,10"
2017-12-06,"61,070","18,34","2,54","0,94","7,71","1.865,10"
2017-12-07,"60,730","18,34","2,54","0,94","7,71","1.865,10"
2017-12-08,"60,790","18,34","2,54","0,94","7,71","1.865,10"
2017-12-11,"60,000","18,34","2,54","0,94","7,71","1.865,10"
2017-12-12,"60,400","18,34","2,54","0,94","7,71","1.865,10"
2017-12-13,"60,440","18,34","2,54","0,94","7,71","1.865,10"
2017-12-14,"60,350","18,34","2,54","0,94","7,71","1.865,10"
2017-12-15,"60,100","18,34","2,54","0,94","7,71","1.865,10"
2017-12-18,"61,040","18,34","2,54","0,94","7,71","1.865,10"
2017-12-19,"61,000","18,34","2,54","0,94","7,71","1.865,10"
2017-12-20,"61,150","18,34","2,54","0,94","7,71","1.865,10"
2017-12-21,"61,150","18,34","2,54","0,94","7,71","1.865,10"
2017-12-22,"60,730","18,34","2,54","0,94","7,71","1.865,10"
2017-12-27,"61,010","18,34","2,54","0,94","7,71","1.865,10"
2017-12-28,"60,620","18,34","2,54","0,94","7,71","1.865,10"
2017-12-29,"60,110","18,34","2,54","0,94","7,71","1.865,10"
2018-01-02,"60,220","17,86","2,61","1,10","6,30","2.014,00"
2018-01-03,"60,500","17,86","2,61","1,10","6,30","2.014,00"
2018-01-04,"61,820","17,86","2,61","1,10","6,30","2.014,00"
2018-01-05,"63,500","17,86","2,61","1,10","6,30","2.014,00"
2018-01-08,"62,960","17,86","2,61","1,10","6,30","2.014,00"
2018-01-09,"63,680","17,86","2,61","1,10","6,30","2.014,00"
2018-01-10,"63,160","17,86","2,61","1,10","6,30","2.014,00"
2018-01-11,"62,880","17,86","2,61","1,10","6,30","2.014,00"
2018-01-12,"62,720","17,86","2,61","1,10","6,30","2.014,00"
2018-01-15,"62,860","17,86","2,61","1,10","6,30","2.014,00"
2018-01-16,"62,840","17,86","2,61","1,10","6,30","2.014,00"
2018-01-17,"62,720","17,86","2,61","1,10","6,30","2.014,00"
2018-01-18,"62,460","17,86","2,61","1,10","6,30","2.014,00"
2018-01-19,"62,980","17,86","2,61","1,10","6,30","2.014,00"
2018-01-22,"63,040","17,86","2,61","1,10","6,30","2.014,00"
2018-01-23,"64,000","17,86","2,61","1,10","6,30","2.014,00"
2018-01-24,"63,640","17,86","2,61","1,10","6,30","2.014,00"
2018-01-25,"62,340","17,86","2,61","1,10","6,30","2.014,00"
2018-01-26,"62,340","17,86","2,61","1,10","6,30","2.014,00"
2018-01-29,"62,040","17,86","2,61","1,10","6,30","2.014,00"
2018-01-30,"61,880","17,86","2,61","1,10","6,30","2.014,00"
2018-01-31,"62,480","17,86","2,61","1,10","6,30","2.014,00"
2018-02-01,"62,020","17,86","2,61","1,10","6,30","2.014,00"
2018-02-02,"60,660","17,86","2,61","1,10","6,30","2.014,00"
2018-02-05,"59,380","17,86","2,61","1,10","6,30","2.014,00"
2018-02-06,"58,600","17,86","2,61","1,10","6,30","2.014,00"
2018-02-07,"59,440","17,86","2,61","1,10","6,30","2.014,00"
2018-02-08,"57,660","17,86","2,61","1,10","6,30","2.014,00"
2018-02-09,"57,380","17,86","2,61","1,10","6,30","2.014,00"
2018-02-12,"57,840","17,86","2,61","1,10","6,30","2.014,00"
2018-02-13,"58,200","17,86","2,61","1,10","6,30","2.014,00"
2018-02-14,"58,560","17,86","2,61","1,10","6,30","2.014,00"
2018-02-15,"58,960","17,86","2,61","1,10","6,30","2.014,00"
2018-02-16,"59,460","17,86","2,61","1,10","6,30","2.014,00"
2018-02-19,"59,220","17,86","2,61","1,10","6,30","2.014,00"
2018-02-20,"59,500","17,86","2,61","1,10","6,30","2.014,00"
2018-02-21,"59,800","17,86","2,61","1,10","6,30","2.014,00"
2018-02-22,"59,620","17,86","2,61","1,10","6,30","2.014,00"
2018-02-23,"59,340","17,86","2,61","1,10","6,30","2.014,00"
2018-02-26,"59,820","17,86","2,61","1,10","6,30","2.014,00"
2018-02-27,"60,020","17,86","2,61","1,10","6,30","2.014,00"
2018-02-28,"60,560","17,86","2,61","1,10","6,30","2.014,00"
2018-03-01,"58,500","17,86","2,61","1,10","6,30","2.014,00"
2018-03-02,"56,900","17,86","2,61","1,10","6,30","2.014,00"
2018-03-05,"57,360","17,86","2,61","1,10","6,30","2.014,00"
2018-03-06,"59,000","17,86","2,61","1,10","6,30","2.014,00"
2018-03-07,"59,220","17,86","2,61","1,10","6,30","2.014,00"
2018-03-08,"59,900","17,86","2,61","1,10","6,30","2.014,00"
2018-03-09,"61,540","17,86","2,61","1,10","6,30","2.014,00"
2018-03-12,"61,840","17,86","2,61","1,10","6,30","2.014,00"
2018-03-13,"62,020","17,86","2,61","1,10","6,30","2.014,00"
2018-03-14,"62,240","17,86","2,61","1,10","6,30","2.014,00"
2018-03-15,"62,280","17,86","2,61","1,10","6,30","2.014,00"
2018-03-16,"62,040","17,86","2,61","1,10","6,30","2.014,00"
2018-03-19,"61,300","17,86","2,61","1,10","6,30","2.014,00"
2018-03-20,"61,600","17,86","2,61","1,10","6,30","2.014,00"
2018-03-21,"61,460","17,86","2,61","1,10","6,30","2.014,00"
2018-03-22,"59,920","17,86","2,61","1,10","6,30","2.014,00"
2018-03-23,"59,460","17,86","2,61","1,10","6,30","2.014,00"
2018-03-26,"58,980","17,86","2,61","1,10","6,30","2.014,00"
2018-03-27,"59,820","17,86","2,61","1,10","6,30","2.014,00"
2018-03-28,"59,720","17,86","2,61","1,10","6,30","2.014,00"
2018-03-29,"59,980","17,86","2,61","1,10","6,30","2.014,00"
2018-04-03,"59,300","17,86","2,61","1,10","6,30","2.014,00"
2018-04-04,"58,640","17,86","2,61","1,10","6,30","2.014,00"
2018-04-05,"60,400","17,86","2,61","1,10","6,30","2.014,00"
2018-04-06,"60,400","17,86","2,61","1,10","6,30","2.014,00"
2018-04-09,"61,000","17,86","2,61","1,10","6,30","2.014,00"
2018-04-10,"62,020","17,86","2,61","1,10","6,30","2.014,00"
2018-04-11,"61,580","17,86","2,61","1,10","6,30","2.014,00"
2018-04-12,"61,520","17,86","2,61","1,10","6,30","2.014,00"
2018-04-13,"61,680","17,86","2,61","1,10","6,30","2.014,00"
2018-04-16,"61,000","17,86","2,61","1,10","6,30","2.014,00"
2018-04-17,"61,240","17,86","2,61","1,10","6,30","2.014,00"
2018-04-18,"61,780","17,86","2,61","1,10","6,30","2.014,00"
2018-04-19,"62,020","17,86","2,61","1,10","6,30","2.014,00"
2018-04-20,"61,460","17,86","2,61","1,10","6,30","2.014,00"
2018-04-23,"61,180","17,86","2,61","1,10","6,30","2.014,00"
2018-04-24,"60,680","17,86","2,61","1,10","6,30","2.014,00"
2018-04-25,"59,180","17,86","2,61","1,10","6,30","2.014,00"
2018-04-26,"59,900","17,86","2,61","1,10","6,30","2.014,00"
2018-04-27,"60,400","17,86","2,61","1,10","6,30","2.014,00"
2018-04-30,"60,700","17,86","2,61","1,10","6,30","2.014,00"
2018-05-02,"62,740","17,86","2,61","1,10","6,30","2.014,00"
2018-05-03,"63,500","17,86","2,61","1,10","6,30","2.014,00"
2018-05-04,"62,720","17,86","2,61","1,10","6,30","2.014,00"
2018-05-07,"63,000","17,86","2,61","1,10","6,30","2.014,00"
2018-05-08,"63,260","17,86","2,61","1,10","6,30","2.014,00"
2018-05-09,"63,080","17,86","2,61","1,10","6,30","2.014,00"
2018-05-10,"64,000","17,86","2,61","1,10","6,30","2.014,00"
2018-05-11,"64,240","17,86","2,61","1,10","6,30","2.014,00"
2018-05-14,"63,800","17,86","2,61","1,10","6,30","2.014,00"
2018-05-15,"64,700","17,86","2,61","1,10","6,30","2.014,00"
2018-05-16,"65,680","17,86","2,61","1,10","6,30","2.014,00"
2018-05-17,"66,720","17,86","2,61","1,10","6,30","2.014,00"
2018-05-18,"66,120","17,86","2,61","1,10","6,30","2.014,00"
2018-05-21,"66,600","17,86","2,61","1,10","6,30","2.014,00"
2018-05-22,"66,440","17,86","2,61","1,10","6,30","2.014,00"
2018-05-23,"66,460","17,86","2,61","1,10","6,30","2.014,00"
2018-05-24,"66,800","17,86","2,61","1,10","6,30","2.014,00"
2018-05-25,"67,380","17,86","2,61","1,10","6,30","2.014,00"
2018-05-28,"68,200","17,86","2,61","1,10","6,30","2.014,00"
2018-05-29,"67,540","17,86","2,61","1,10","6,30","2.014,00"
2018-05-30,"67,460","17,86","2,61","1,10","6,30","2.014,00"
2018-05-31,"67,900","17,86","2,61","1,10","6,30","2.014,00"
2018-06-01,"68,480","17,86","2,61","1,10","6,30","2.014,00"
2018-06-04,"68,960","17,86","2,61","1,10","6,30","2.014,00"
2018-06-05,"69,260","17,86","2,61","1,10","6,30","2.014,00"
2018-06-06,"69,960","17,86","2,61","1,10","6,30","2.014,00"
2018-06-07,"69,920","17,86","2,61","1,10","6,30","2.014,00"
2018-06-08,"70,320","17,86","2,61","1,10","6,30","2.014,00"
2018-06-11,"70,440","17,86","2,61","1,10","6,30","2.014,00"
2018-06-12,"70,440","17,86","2,61","1,10","6,30","2.014,00"
2018-06-13,"71,780","17,86","2,61","1,10","6,30","2.014,00"
2018-06-14,"72,240","17,86","2,61","1,10","6,30","2.014,00"
2018-06-15,"72,440","17,86","2,61","1,10","6,30","2.014,00"
2018-06-18,"72,440","17,86","2,61","1,10","6,30","2.014,00"
2018-06-19,"71,820","17,86","2,61","1,10","6,30","2.014,00"
2018-06-20,"70,380","17,86","2,61","1,10","6,30","2.014,00"
2018-06-21,"69,240","17,86","2,61","1,10","6,30","2.014,00"
2018-06-22,"69,500","17,86","2,61","1,10","6,30","2.014,00"
2018-06-25,"68,000","17,86","2,61","1,10","6,30","2.014,00"
2018-06-26,"67,900","17,86","2,61","1,10","6,30","2.014,00"
2018-06-27,"67,900","17,86","2,61","1,10","6,30","2.014,00"
2018-06-28,"67,000","17,86","2,61","1,10","6,30","2.014,00"
2018-06-29,"67,600","17,86","2,61","1,10","6,30","2.014,00"
2018-07-02,"67,100","17,86","2,61","1,10","6,30","2.014,00"
2018-07-03,"67,500","17,86","2,61","1,10","6,30","2.014,00"
2018-07-04,"67,280","17,86","2,61","1,10","6,30","2.014,00"
2018-07-05,"68,320","17,86","2,61","1,10","6,30","2.014,00"
2018-07-06,"68,320","17,86","2,61","1,10","6,30","2.014,00"
2018-07-09,"68,900","17,86","2,61","1,10","6,30","2.014,00"
2018-07-10,"69,100","17,86","2,61","1,10","6,30","2.014,00"
2018-07-11,"69,560","17,86","2,61","1,10","6,30","2.014,00"
2018-07-12,"71,020","17,86","2,61","1,10","6,30","2.014,00"
2018-07-13,"71,800","17,86","2,61","1,10","6,30","2.014,00"
2018-07-16,"72,220","17,86","2,61","1,10","6,30","2.014,00"
2018-07-17,"72,900","17,86","2,61","1,10","6,30","2.014,00"
2018-07-18,"74,400","17,86","2,61","1,10","6,30","2.014,00"
2018-07-19,"74,420","17,86","2,61","1,10","6,30","2.014,00"
2018-07-20,"73,980","17,86","2,61","1,10","6,30","2.014,00"
2018-07-23,"73,180","17,86","2,61","1,10","6,30","2.014,00"
2018-07-24,"73,060","17,86","2,61","1,10","6,30","2.014,00"
2018-07-25,"73,160","17,86","2,61","1,10","6,30","2.014,00"
2018-07-26,"72,860","17,86","2,61","1,10","6,30","2.014,00"
2018-07-27,"74,640","17,86","2,61","1,10","6,30","2.014,00"
2018-07-30,"74,720","17,86","2,61","1,10","6,30","2.014,00"
2018-07-31,"73,000","17,86","2,61","1,10","6,30","2.014,00"
2018-08-01,"72,380","17,86","2,61","1,10","6,30","2.014,00"
2018-08-02,"71,640","17,86","2,61","1,10","6,30","2.014,00"
2018-08-03,"71,500","17,86","2,61","1,10","6,30","2.014,00"
2018-08-06,"71,580","17,86","2,61","1,10","6,30","2.014,00"
2018-08-07,"71,900","17,86","2,61","1,10","6,30","2.014,00"
2018-08-08,"72,260","17,86","2,61","1,10","6,30","2.014,00"
2018-08-09,"72,560","17,86","2,61","1,10","6,30","2.014,00"
2018-08-10,"72,540","17,86","2,61","1,10","6,30","2.014,00"
2018-08-13,"74,000","17,86","2,61","1,10","6,30","2.014,00"
2018-08-14,"74,400","17,86","2,61","1,10","6,30","2.014,00"
2018-08-15,"74,000","17,86","2,61","1,10","6,30","2.014,00"
2018-08-16,"75,080","17,86","2,61","1,10","6,30","2.014,00"
2018-08-17,"75,840","17,86","2,61","1,10","6,30","2.014,00"
2018-08-20,"77,180","17,86","2,61","1,10","6,30","2.014,00"
2018-08-21,"78,140","17,86","2,61","1,10","6,30","2.014,00"
2018-08-22,"79,320","17,86","2,61","1,10","6,30","2.014,00"
2018-08-23,"79,600","17,86","2,61","1,10","6,30","2.014,00"
2018-08-24,"80,200","17,86","2,61","1,10","6,30","2.014,00"
2018-08-27,"80,960","17,86","2,61","1,10","6,30","2.014,00"
2018-08-28,"80,800","17,86","2,61","1,10","6,30","2.014,00"
