fecha,ultimo,apertura,maximo,minimo,vol,variacion,deuda_publica,ipc,tasa_paro,pib
2012-01-02,"3,543","3,492","3,551","3,492","914,20K","2,10%","757.750,1",2,"24,19","-0,95"
2012-01-03,"3,492","3,543","3,552","3,481","2,04M","-1,44%","757.750,1",2,"24,19","-0,95"
2012-01-04,"3,538","3,517","3,538","3,412","4,37M","1,32%","757.750,1",2,"24,19","-0,95"
2012-01-05,"3,428","3,470","3,497","3,419","3,17M","-3,11%","757.750,1",2,"24,19","-0,95"
2012-01-06,"3,434","3,446","3,505","3,410","1,41M","0,18%","757.750,1",2,"24,19","-0,95"
2012-01-09,"3,465","3,411","3,482","3,411","1,39M","0,90%","757.750,1",2,"24,19","-0,95"
2012-01-10,"3,446","3,492","3,520","3,438","3,23M","-0,55%","757.750,1",2,"24,19","-0,95"
2012-01-11,"3,416","3,419","3,495","3,389","3,77M","-0,87%","757.750,1",2,"24,19","-0,95"
2012-01-12,"3,428","3,393","3,499","3,393","2,74M","0,35%","757.750,1",2,"24,19","-0,95"
2012-01-13,"3,511","3,465","3,511","3,425","2,16M","2,42%","757.750,1",2,"24,19","-0,95"
2012-01-16,"3,478","3,493","3,502","3,441","1,13M","-0,94%","757.750,1",2,"24,19","-0,95"
2012-01-17,"3,462","3,479","3,502","3,422","2,96M","-0,46%","757.750,1",2,"24,19","-0,95"
2012-01-18,"3,456","3,433","3,474","3,419","2,62M","-0,17%","757.750,1",2,"24,19","-0,95"
2012-01-19,"3,571","3,490","3,571","3,451","2,94M","3,33%","757.750,1",2,"24,19","-0,95"
2012-01-20,"3,571","3,529","3,611","3,520","3,43M","0,00%","757.750,1",2,"24,19","-0,95"
2012-01-23,"3,599","3,538","3,608","3,536","1,88M","0,78%","757.750,1",2,"24,19","-0,95"
2012-01-24,"3,657","3,570","3,657","3,552","2,97M","1,61%","757.750,1",2,"24,19","-0,95"
2012-01-25,"3,630","3,622","3,648","3,579","3,52M","-0,74%","757.750,1",2,"24,19","-0,95"
2012-01-26,"3,641","3,641","3,657","3,613","2,86M","0,30%","757.750,1",2,"24,19","-0,95"
2012-01-27,"3,572","3,629","3,634","3,566","2,23M","-1,90%","757.750,1",2,"24,19","-0,95"
2012-01-30,"3,520","3,504","3,547","3,484","2,34M","-1,46%","757.750,1",2,"24,19","-0,95"
2012-01-31,"3,513","3,507","3,547","3,501","2,02M","-0,20%","757.750,1",2,"24,19","-0,95"
2012-02-01,"3,636","3,521","3,640","3,494","2,13M","3,50%","770.305,1","1,97","24,19","-0,95"
2012-02-02,"3,630","3,610","3,648","3,603","2,10M","-0,17%","770.305,1","1,97","24,19","-0,95"
2012-02-03,"3,634","3,611","3,645","3,584","2,36M","0,11%","770.305,1","1,97","24,19","-0,95"
2012-02-06,"3,611","3,634","3,643","3,609","1,94M","-0,63%","770.305,1","1,97","24,19","-0,95"
2012-02-07,"3,601","3,602","3,633","3,539","2,16M","-0,28%","770.305,1","1,97","24,19","-0,95"
2012-02-08,"3,657","3,575","3,657","3,572","3,67M","1,56%","770.305,1","1,97","24,19","-0,95"
2012-02-09,"3,720","3,627","3,748","3,627","4,23M","1,72%","770.305,1","1,97","24,19","-0,95"
2012-02-10,"3,703","3,703","3,738","3,675","2,82M","-0,46%","770.305,1","1,97","24,19","-0,95"
2012-02-13,"3,748","3,730","3,766","3,712","2,91M","1,22%","770.305,1","1,97","24,19","-0,95"
2012-02-14,"3,662","3,721","3,755","3,662","3,81M","-2,29%","770.305,1","1,97","24,19","-0,95"
2012-02-15,"3,645","3,683","3,738","3,608","2,65M","-0,46%","770.305,1","1,97","24,19","-0,95"
2012-02-16,"3,418","3,602","3,611","3,337","10,05M","-6,23%","770.305,1","1,97","24,19","-0,95"
2012-02-17,"3,439","3,543","3,543","3,332","8,76M","0,61%","770.305,1","1,97","24,19","-0,95"
2012-02-20,"3,526","3,472","3,526","3,458","5,13M","2,53%","770.305,1","1,97","24,19","-0,95"
2012-02-21,"3,491","3,521","3,547","3,447","6,84M","-0,99%","770.305,1","1,97","24,19","-0,95"
2012-02-22,"3,369","3,466","3,466","3,356","5,50M","-3,49%","770.305,1","1,97","24,19","-0,95"
2012-02-23,"3,289","3,391","3,409","3,255","4,50M","-2,37%","770.305,1","1,97","24,19","-0,95"
2012-02-24,"3,288","3,337","3,337","3,246","3,74M","-0,03%","770.305,1","1,97","24,19","-0,95"
2012-02-27,"3,299","3,276","3,301","3,232","3,14M","0,33%","770.305,1","1,97","24,19","-0,95"
2012-02-28,"3,236","3,265","3,273","3,201","4,89M","-1,91%","770.305,1","1,97","24,19","-0,95"
2012-02-29,"3,237","3,240","3,305","3,232","4,43M","0,03%","770.305,1","1,97","24,19","-0,95"
2012-03-01,"3,250","3,218","3,268","3,201","3,59M","0,40%","781.571,15","1,9","24,19","-0,95"
2012-03-02,"3,224","3,246","3,272","3,200","3,06M","-0,80%","781.571,15","1,9","24,19","-0,95"
2012-03-05,"3,183","3,200","3,208","3,159","2,15M","-1,27%","781.571,15","1,9","24,19","-0,95"
2012-03-06,"2,990","3,179","3,179","2,990","8,05M","-6,06%","781.571,15","1,9","24,19","-0,95"
2012-03-07,"2,968","3,010","3,076","2,935","10,04M","-0,74%","781.571,15","1,9","24,19","-0,95"
2012-03-08,"3,025","2,990","3,031","2,950","4,63M","1,92%","781.571,15","1,9","24,19","-0,95"
2012-03-09,"3,017","3,053","3,075","2,990","3,54M","-0,26%","781.571,15","1,9","24,19","-0,95"
2012-03-12,"2,980","3,002","3,026","2,971","6,18M","-1,23%","781.571,15","1,9","24,19","-0,95"
2012-03-13,"3,041","2,998","3,049","2,971","3,78M","2,05%","781.571,15","1,9","24,19","-0,95"
2012-03-14,"3,021","3,067","3,089","3,016","6,23M","-0,66%","781.571,15","1,9","24,19","-0,95"
2012-03-15,"3,075","3,044","3,075","2,994","4,84M","1,79%","781.571,15","1,9","24,19","-0,95"
2012-03-16,"3,051","3,068","3,076","2,971","5,54M","-0,78%","781.571,15","1,9","24,19","-0,95"
2012-03-19,"3,054","3,063","3,063","3,026","4,20M","0,10%","781.571,15","1,9","24,19","-0,95"
2012-03-20,"3,022","3,035","3,055","2,999","2,78M","-1,05%","781.571,15","1,9","24,19","-0,95"
2012-03-21,"2,965","3,010","3,052","2,948","5,06M","-1,89%","781.571,15","1,9","24,19","-0,95"
2012-03-22,"2,902","2,962","2,964","2,898","5,70M","-2,12%","781.571,15","1,9","24,19","-0,95"
2012-03-23,"2,875","2,903","2,926","2,843","5,47M","-0,93%","781.571,15","1,9","24,19","-0,95"
2012-03-27,"2,752","2,971","2,971","2,743","15,07M","-4,28%","781.571,15","1,9","24,19","-0,95"
2012-03-28,"2,664","2,777","2,779","2,653","8,80M","-3,20%","781.571,15","1,9","24,19","-0,95"
2012-03-29,"2,653","2,696","2,734","2,633","7,09M","-0,41%","781.571,15","1,9","24,19","-0,95"
2012-03-30,"2,669","2,666","2,696","2,642","6,57M","0,60%","781.571,15","1,9","24,19","-0,95"
2012-04-02,"2,656","2,692","2,692","2,614","4,68M","-0,49%","775.287,37","2,06","24,4","-0,97"
2012-04-03,"2,582","2,653","2,679","2,577","5,12M","-2,79%","775.287,37","2,06","24,4","-0,97"
2012-04-04,"2,510","2,606","2,606","2,499","7,07M","-2,79%","775.287,37","2,06","24,4","-0,97"
2012-04-05,"2,471","2,514","2,559","2,446","4,57M","-1,55%","775.287,37","2,06","24,4","-0,97"
2012-04-10,"2,358","2,443","2,462","2,358","10,16M","-4,57%","775.287,37","2,06","24,4","-0,97"
