ultimo,apertura,maximo,minimo,vol,variacion,deuda_publica,ipc,tasa_paro,pib
10354.7,10340.5,10408.4,10325.7,272.12,0.91,1070496.39,-0.27,20.9,0.96
10290.3,10373.2,10385.0,10247.6,231.93,-0.62,1070496.39,-0.27,20.9,0.96
10277.4,10262.3,10307.7,10206.8,184.51,-0.13,1070496.39,-0.27,20.9,0.96
10207.2,10231.3,10231.3,10045.6,219.02,-0.68,1070496.39,-0.27,20.9,0.96
10227.3,10184.2,10247.1,10083.1,418.78,0.2,1070496.39,-0.27,20.9,0.96
10332.3,10217.3,10352.9,10174.8,268.32,1.03,1070496.39,-0.27,20.9,0.96
10310.7,10285.8,10390.7,10264.5,200.14,-0.21,1070496.39,-0.27,20.9,0.96
10386.9,10299.0,10430.3,10275.9,258.6,0.74,1070496.39,-0.27,20.9,0.96
10379.2,10409.9,10469.2,10344.9,208.11,-0.07,1070078.97,0.02,20.9,0.96
10342.0,10411.9,10447.0,10323.5,233.4,-0.36,1070078.97,0.02,20.9,0.96
10092.9,10353.4,10476.6,10083.3,355.47,-2.41,1070078.97,0.02,20.9,0.96
10078.7,10046.1,10131.5,9931.1,289.63,-0.14,1070078.97,0.02,20.9,0.96
10042.4,10139.0,10158.2,10021.9,219.57,-0.36,1070078.97,0.02,20.9,0.96
9837.1,10029.0,10031.2,9790.4,221.18,-2.04,1070078.97,0.02,20.9,0.96
9835.5,9865.3,9932.1,9713.2,250.83,-0.02,1070078.97,0.02,20.9,0.96
9778.7,9779.4,9872.5,9719.4,258.2,-0.58,1070078.97,0.02,20.9,0.96
9630.7,9772.9,9791.6,9606.8,263.24,-1.51,1070078.97,0.02,20.9,0.96
9428.5,9658.0,9732.1,9428.5,273.72,-2.1,1070078.97,0.02,20.9,0.96
9711.6,9496.3,9747.5,9492.5,302.45,3.0,1070078.97,0.02,20.9,0.96
9711.0,9762.5,9817.4,9635.7,342.15,-0.01,1070078.97,0.02,20.9,0.96
9878.5,9909.1,10000.4,9850.9,324.2,1.72,1070078.97,0.02,20.9,0.96
9717.1,9794.1,9874.2,9644.9,408.98,-1.63,1070078.97,0.02,20.9,0.96
9365.8,9520.5,9558.2,9365.8,356.51,-3.62,1070078.97,0.02,20.9,0.96
9415.6,9451.8,9456.3,9351.8,220.11,0.53,1070078.97,0.02,20.9,0.96
9641.0,9505.6,9661.9,9503.9,236.26,2.39,1070078.97,0.02,20.9,0.96
9682.9,9663.0,9706.2,9653.1,70.62,0.43,1070078.97,0.02,20.9,0.96
9552.5,9675.6,9724.9,9533.0,137.89,-1.35,1070078.97,0.02,20.9,0.96
9670.4,9611.7,9677.7,9606.4,147.77,1.23,1070078.97,0.02,20.9,0.96
9641.9,9650.0,9696.4,9607.9,141.29,-0.29,1070078.97,0.02,20.9,0.96
9544.2,9604.2,9615.6,9538.8,79.92,-1.01,1070078.97,0.02,20.9,0.96
9313.2,9429.8,9440.9,9263.7,279.17,-2.42,1072382.61,-0.29,21.0,0.68
9335.2,9431.5,9446.2,9260.2,208.64,0.24,1072382.61,-0.29,21.0,0.68
9197.4,9330.3,9330.3,9122.6,288.66,-1.48,1072382.61,-0.29,21.0,0.68
9059.3,8973.8,9103.0,8889.7,395.76,-1.5,1072382.61,-0.29,21.0,0.68
8909.2,9093.3,9138.0,8909.2,310.72,-1.66,1072382.61,-0.29,21.0,0.68
8909.2,8909.2,8909.2,8909.2,0.0,0.0,1072382.61,-0.29,21.0,0.68
8886.1,8849.9,9022.0,8835.1,301.41,-0.26,1072382.61,-0.29,21.0,0.68
8915.4,8867.9,9041.5,8818.9,297.58,0.33,1072382.61,-0.29,21.0,0.68
8934.5,8998.5,9074.0,8877.9,300.8,0.21,1072382.61,-0.29,21.0,0.68
8787.7,8852.5,8854.5,8662.2,329.17,-1.64,1072382.61,-0.29,21.0,0.68
8543.6,8769.4,8796.4,8491.9,458.71,-2.78,1072382.61,-0.29,21.0,0.68
8469.3,8525.5,8627.1,8427.3,281.06,-0.87,1072382.61,-0.29,21.0,0.68
8554.9,8624.3,8656.9,8527.5,298.45,1.01,1072382.61,-0.29,21.0,0.68
8281.4,8390.2,8398.4,8206.0,371.17,-3.2,1072382.61,-0.29,21.0,0.68
8444.2,8311.8,8502.5,8277.1,358.23,1.97,1072382.61,-0.29,21.0,0.68
8722.9,8638.0,8795.7,8565.7,374.44,3.3,1072382.61,-0.29,21.0,0.68
8567.7,8763.2,8763.2,8525.9,263.31,-1.78,1072382.61,-0.29,21.0,0.68
8692.5,8426.1,8698.0,8402.3,422.23,1.46,1072382.61,-0.29,21.0,0.68
8741.0,8676.1,8741.0,8608.9,225.52,0.56,1072382.61,-0.29,21.0,0.68
8590.6,8697.8,8811.4,8516.8,354.36,-1.72,1072382.61,-0.29,21.0,0.68
8815.8,8728.2,8815.8,8671.6,402.07,2.62,1072382.61,-0.29,21.0,0.68
8788.5,8849.3,8896.5,8718.4,320.61,-0.31,1078661.33,-0.84,21.0,0.68
8528.7,8768.0,8772.5,8478.5,385.37,-2.96,1078661.33,-0.84,21.0,0.68
8314.5,8510.3,8519.7,8180.4,432.08,-2.51,1078661.33,-0.84,21.0,0.68
8468.1,8437.1,8521.7,8287.0,375.8,1.85,1078661.33,-0.84,21.0,0.68
8499.5,8477.1,8615.0,8411.3,412.59,0.37,1078661.33,-0.84,21.0,0.68
8122.1,8537.9,8540.9,8083.4,352.12,-4.44,1078661.33,-0.84,21.0,0.68
7927.6,8129.0,8212.6,7862.0,484.32,-2.39,1078661.33,-0.84,21.0,0.68
8143.7,8013.8,8249.8,7920.9,386.48,2.73,1078661.33,-0.84,21.0,0.68
7746.3,8047.3,8047.3,7746.3,461.01,-4.88,1078661.33,-0.84,21.0,0.68
7920.8,7849.9,7920.8,7771.2,385.25,2.25,1078661.33,-0.84,21.0,0.68
8179.2,8133.0,8217.5,8081.4,304.55,3.26,1078661.33,-0.84,21.0,0.68
8137.6,8262.8,8262.8,8092.0,303.51,-0.51,1078661.33,-0.84,21.0,0.68
8364.9,8166.2,8366.9,8140.9,324.4,2.79,1078661.33,-0.84,21.0,0.68
