fecha,ITX_ultimo,ITX_per,ITX_bpa,ITX_rentabilidad_por_dividendo,ITX_precio_valor_contable,ITX_ebitda
2017-08-22,"33,665","21,95","1,08","2,49","5,48","5.277,00"
2017-08-23,"33,435","21,95","1,08","2,49","5,48","5.277,00"
2017-08-24,"33,445","21,95","1,08","2,49","5,48","5.277,00"
2017-08-25,"33,410","21,95","1,08","2,49","5,48","5.277,00"
2017-08-28,"33,005","21,95","1,08","2,49","5,48","5.277,00"
2017-08-29,"33,225","21,95","1,08","2,49","5,48","5.277,00"
2017-08-30,"33,105","21,95","1,08","2,49","5,48","5.277,00"
2017-08-31,"31,915","21,95","1,08","2,49","5,48","5.277,00"
2017-09-01,"31,850","21,95","1,08","2,49","5,48","5.277,00"
2017-09-04,"31,545","21,95","1,08","2,49","5,48","5.277,00"
2017-09-05,"31,165","21,95","1,08","2,49","5,48","5.277,00"
2017-09-06,"31,200","21,95","1,08","2,49","5,48","5.277,00"
2017-09-07,"31,115","21,95","1,08","2,49","5,48","5.277,00"
2017-09-08,"30,895","21,95","1,08","2,49","5,48","5.277,00"
2017-09-11,"31,450","21,95","1,08","2,49","5,48","5.277,00"
2017-09-12,"32,050","21,95","1,08","2,49","5,48","5.277,00"
2017-09-13,"32,175","21,95","1,08","2,49","5,48","5.277,00"
2017-09-14,"32,345","21,95","1,08","2,49","5,48","5.277,00"
2017-09-15,"32,645","21,95","1,08","2,49","5,48","5.277,00"
2017-09-18,"32,535","21,95","1,08","2,49","5,48","5.277,00"
2017-09-19,"32,685","21,95","1,08","2,49","5,48","5.277,00"
2017-09-20,"32,410","21,95","1,08","2,49","5,48","5.277,00"
2017-09-21,"31,995","21,95","1,08","2,49","5,48","5.277,00"
2017-09-22,"31,905","21,95","1,08","2,49","5,48","5.277,00"
2017-09-25,"31,525","21,95","1,08","2,49","5,48","5.277,00"
2017-09-26,"31,515","21,95","1,08","2,49","5,48","5.277,00"
2017-09-27,"31,585","21,95","1,08","2,49","5,48","5.277,00"
2017-09-28,"31,710","21,95","1,08","2,49","5,48","5.277,00"
2017-09-29,"31,885","21,95","1,08","2,49","5,48","5.277,00"
2017-10-02,"31,470","21,95","1,08","2,49","5,48","5.277,00"
2017-10-03,"31,310","21,95","1,08","2,49","5,48","5.277,00"
2017-10-04,"30,655","21,95","1,08","2,49","5,48","5.277,00"
2017-10-05,"31,240","21,95","1,08","2,49","5,48","5.277,00"
2017-10-06,"30,945","21,95","1,08","2,49","5,48","5.277,00"
2017-10-09,"31,300","21,95","1,08","2,49","5,48","5.277,00"
2017-10-10,"31,000","21,95","1,08","2,49","5,48","5.277,00"
2017-10-11,"31,400","21,95","1,08","2,49","5,48","5.277,00"
2017-10-12,"31,400","21,95","1,08","2,49","5,48","5.277,00"
2017-10-13,"31,180","21,95","1,08","2,49","5,48","5.277,00"
2017-10-16,"31,120","21,95","1,08","2,49","5,48","5.277,00"
2017-10-17,"31,445","21,95","1,08","2,49","5,48","5.277,00"
2017-10-18,"31,260","21,95","1,08","2,49","5,48","5.277,00"
2017-10-19,"30,895","21,95","1,08","2,49","5,48","5.277,00"
2017-10-20,"30,990","21,95","1,08","2,49","5,48","5.277,00"
2017-10-23,"30,950","21,95","1,08","2,49","5,48","5.277,00"
2017-10-24,"30,920","21,95","1,08","2,49","5,48","5.277,00"
2017-10-25,"30,600","21,95","1,08","2,49","5,48","5.277,00"
2017-10-26,"31,480","21,95","1,08","2,49","5,48","5.277,00"
2017-10-27,"31,260","21,95","1,08","2,49","5,48","5.277,00"
2017-10-30,"32,185","21,95","1,08","2,49","5,48","5.277,00"
2017-10-31,"32,095","21,95","1,08","2,49","5,48","5.277,00"
2017-11-01,"31,470","21,95","1,08","2,49","5,48","5.277,00"
2017-11-02,"31,200","21,95","1,08","2,49","5,48","5.277,00"
2017-11-03,"31,150","21,95","1,08","2,49","5,48","5.277,00"
2017-11-06,"30,885","21,95","1,08","2,49","5,48","5.277,00"
2017-11-07,"29,960","21,95","1,08","2,49","5,48","5.277,00"
2017-11-08,"30,100","21,95","1,08","2,49","5,48","5.277,00"
2017-11-09,"29,730","21,95","1,08","2,49","5,48","5.277,00"
2017-11-10,"29,555","21,95","1,08","2,49","5,48","5.277,00"
2017-11-13,"29,335","21,95","1,08","2,49","5,48","5.277,00"
2017-11-14,"29,385","21,95","1,08","2,49","5,48","5.277,00"
2017-11-15,"29,185","21,95","1,08","2,49","5,48","5.277,00"
2017-11-16,"29,755","21,95","1,08","2,49","5,48","5.277,00"
2017-11-17,"29,265","21,95","1,08","2,49","5,48","5.277,00"
2017-11-20,"29,500","21,95","1,08","2,49","5,48","5.277,00"
2017-11-21,"29,360","21,95","1,08","2,49","5,48","5.277,00"
2017-11-22,"29,280","21,95","1,08","2,49","5,48","5.277,00"
2017-11-23,"29,275","21,95","1,08","2,49","5,48","5.277,00"
2017-11-24,"29,475","21,95","1,08","2,49","5,48","5.277,00"
2017-11-27,"29,600","21,95","1,08","2,49","5,48","5.277,00"
2017-11-28,"29,840","21,95","1,08","2,49","5,48","5.277,00"
2017-11-29,"29,775","21,95","1,08","2,49","5,48","5.277,00"
2017-11-30,"29,740","21,95","1,08","2,49","5,48","5.277,00"
2017-12-01,"29,570","21,95","1,08","2,49","5,48","5.277,00"
2017-12-04,"30,575","21,95","1,08","2,49","5,48","5.277,00"
2017-12-05,"30,380","21,95","1,08","2,49","5,48","5.277,00"
2017-12-06,"30,605","21,95","1,08","2,49","5,48","5.277,00"
2017-12-07,"30,970","21,95","1,08","2,49","5,48","5.277,00"
2017-12-08,"31,075","21,95","1,08","2,49","5,48","5.277,00"
2017-12-11,"31,150","21,95","1,08","2,49","5,48","5.277,00"
2017-12-12,"30,765","21,95","1,08","2,49","5,48","5.277,00"
2017-12-13,"31,295","21,95","1,08","2,49","5,48","5.277,00"
2017-12-14,"30,720","21,95","1,08","2,49","5,48","5.277,00"
2017-12-15,"29,955","21,95","1,08","2,49","5,48","5.277,00"
2017-12-18,"30,010","21,95","1,08","2,49","5,48","5.277,00"
2017-12-19,"29,805","21,95","1,08","2,49","5,48","5.277,00"
2017-12-20,"29,530","21,95","1,08","2,49","5,48","5.277,00"
2017-12-21,"29,930","21,95","1,08","2,49","5,48","5.277,00"
2017-12-22,"29,615","21,95","1,08","2,49","5,48","5.277,00"
2017-12-27,"29,580","21,95","1,08","2,49","5,48","5.277,00"
2017-12-28,"29,170","21,95","1,08","2,49","5,48","5.277,00"
2017-12-29,"29,045","21,95","1,08","2,49","5,48","5.277,00"
2018-01-02,"28,900","21,47","1,11","4,43","5,05","5.457,00"
2018-01-03,"28,870","21,47","1,11","4,43","5,05","5.457,00"
2018-01-04,"29,020","21,47","1,11","4,43","5,05","5.457,00"
2018-01-05,"29,600","21,47","1,11","4,43","5,05","5.457,00"
2018-01-08,"29,500","21,47","1,11","4,43","5,05","5.457,00"
2018-01-09,"29,600","21,47","1,11","4,43","5,05","5.457,00"
2018-01-10,"28,850","21,47","1,11","4,43","5,05","5.457,00"
2018-01-11,"28,550","21,47","1,11","4,43","5,05","5.457,00"
2018-01-12,"28,690","21,47","1,11","4,43","5,05","5.457,00"
2018-01-15,"28,750","21,47","1,11","4,43","5,05","5.457,00"
2018-01-16,"28,660","21,47","1,11","4,43","5,05","5.457,00"
2018-01-17,"28,720","21,47","1,11","4,43","5,05","5.457,00"
2018-01-18,"28,330","21,47","1,11","4,43","5,05","5.457,00"
2018-01-19,"28,560","21,47","1,11","4,43","5,05","5.457,00"
2018-01-22,"28,720","21,47","1,11","4,43","5,05","5.457,00"
2018-01-23,"29,000","21,47","1,11","4,43","5,05","5.457,00"
2018-01-24,"29,000","21,47","1,11","4,43","5,05","5.457,00"
2018-01-25,"28,960","21,47","1,11","4,43","5,05","5.457,00"
2018-01-26,"29,010","21,47","1,11","4,43","5,05","5.457,00"
2018-01-29,"29,180","21,47","1,11","4,43","5,05","5.457,00"
2018-01-30,"29,050","21,47","1,11","4,43","5,05","5.457,00"
2018-01-31,"28,870","21,47","1,11","4,43","5,05","5.457,00"
2018-02-01,"28,290","21,47","1,11","4,43","5,05","5.457,00"
2018-02-02,"27,650","21,47","1,11","4,43","5,05","5.457,00"
2018-02-05,"27,370","21,47","1,11","4,43","5,05","5.457,00"
2018-02-06,"26,630","21,47","1,11","4,43","5,05","5.457,00"
2018-02-07,"26,750","21,47","1,11","4,43","5,05","5.457,00"
2018-02-08,"26,160","21,47","1,11","4,43","5,05","5.457,00"
2018-02-09,"26,110","21,47","1,11","4,43","5,05","5.457,00"
2018-02-12,"26,520","21,47","1,11","4,43","5,05","5.457,00"
2018-02-13,"26,000","21,47","1,11","4,43","5,05","5.457,00"
2018-02-14,"26,270","21,47","1,11","4,43","5,05","5.457,00"
2018-02-15,"26,440","21,47","1,11","4,43","5,05","5.457,00"
2018-02-16,"26,820","21,47","1,11","4,43","5,05","5.457,00"
2018-02-19,"26,660","21,47","1,11","4,43","5,05","5.457,00"
2018-02-20,"27,330","21,47","1,11","4,43","5,05","5.457,00"
2018-02-21,"27,030","21,47","1,11","4,43","5,05","5.457,00"
2018-02-22,"26,900","21,47","1,11","4,43","5,05","5.457,00"
2018-02-23,"25,000","21,47","1,11","4,43","5,05","5.457,00"
2018-02-26,"25,470","21,47","1,11","4,43","5,05","5.457,00"
2018-02-27,"25,250","21,47","1,11","4,43","5,05","5.457,00"
2018-02-28,"24,960","21,47","1,11","4,43","5,05","5.457,00"
2018-03-01,"24,570","21,47","1,11","4,43","5,05","5.457,00"
2018-03-02,"24,000","21,47","1,11","4,43","5,05","5.457,00"
2018-03-05,"24,110","21,47","1,11","4,43","5,05","5.457,00"
2018-03-06,"24,220","21,47","1,11","4,43","5,05","5.457,00"
2018-03-07,"23,940","21,47","1,11","4,43","5,05","5.457,00"
2018-03-08,"23,950","21,47","1,11","4,43","5,05","5.457,00"
2018-03-09,"24,070","21,47","1,11","4,43","5,05","5.457,00"
2018-03-12,"24,310","21,47","1,11","4,43","5,05","5.457,00"
2018-03-13,"24,260","21,47","1,11","4,43","5,05","5.457,00"
2018-03-14,"25,190","21,47","1,11","4,43","5,05","5.457,00"
2018-03-15,"25,450","21,47","1,11","4,43","5,05","5.457,00"
2018-03-16,"25,870","21,47","1,11","4,43","5,05","5.457,00"
2018-03-19,"26,140","21,47","1,11","4,43","5,05","5.457,00"
2018-03-20,"26,200","21,47","1,11","4,43","5,05","5.457,00"
2018-03-21,"25,810","21,47","1,11","4,43","5,05","5.457,00"
2018-03-22,"25,460","21,47","1,11","4,43","5,05","5.457,00"
2018-03-23,"25,080","21,47","1,11","4,43","5,05","5.457,00"
2018-03-26,"24,680","21,47","1,11","4,43","5,05","5.457,00"
2018-03-27,"25,080","21,47","1,11","4,43","5,05","5.457,00"
2018-03-28,"25,490","21,47","1,11","4,43","5,05","5.457,00"
2018-03-29,"25,430","21,47","1,11","4,43","5,05","5.457,00"
2018-04-03,"25,690","21,47","1,11","4,43","5,05","5.457,00"
2018-04-04,"25,560","21,47","1,11","4,43","5,05","5.457,00"
2018-04-05,"26,190","21,47","1,11","4,43","5,05","5.457,00"
2018-04-06,"26,040","21,47","1,11","4,43","5,05","5.457,00"
2018-04-09,"26,090","21,47","1,11","4,43","5,05","5.457,00"
2018-04-10,"25,650","21,47","1,11","4,43","5,05","5.457,00"
2018-04-11,"25,420","21,47","1,11","4,43","5,05","5.457,00"
2018-04-12,"25,180","21,47","1,11","4,43","5,05","5.457,00"
2018-04-13,"24,550","21,47","1,11","4,43","5,05","5.457,00"
2018-04-16,"24,650","21,47","1,11","4,43","5,05","5.457,00"
2018-04-17,"25,170","21,47","1,11","4,43","5,05","5.457,00"
2018-04-18,"24,950","21,47","1,11","4,43","5,05","5.457,00"
2018-04-19,"24,620","21,47","1,11","4,43","5,05","5.457,00"
2018-04-20,"24,490","21,47","1,11","4,43","5,05","5.457,00"
2018-04-23,"24,450","21,47","1,11","4,43","5,05","5.457,00"
2018-04-24,"24,810","21,47","1,11","4,43","5,05","5.457,00"
2018-04-25,"25,330","21,47","1,11","4,43","5,05","5.457,00"
2018-04-26,"25,550","21,47","1,11","4,43","5,05","5.457,00"
2018-04-27,"25,360","21,47","1,11","4,43","5,05","5.457,00"
2018-04-30,"25,780","21,47","1,11","4,43","5,05","5.457,00"
2018-05-02,"26,370","21,47","1,11","4,43","5,05","5.457,00"
2018-05-03,"26,270","21,47","1,11","4,43","5,05","5.457,00"
2018-05-04,"26,600","21,47","1,11","4,43","5,05","5.457,00"
2018-05-07,"26,620","21,47","1,11","4,43","5,05","5.457,00"
2018-05-08,"26,770","21,47","1,11","4,43","5,05","5.457,00"
2018-05-09,"27,100","21,47","1,11","4,43","5,05","5.457,00"
2018-05-10,"26,970","21,47","1,11","4,43","5,05","5.457,00"
2018-05-11,"26,750","21,47","1,11","4,43","5,05","5.457,00"
2018-05-14,"26,870","21,47","1,11","4,43","5,05","5.457,00"
2018-05-15,"26,680","21,47","1,11","4,43","5,05","5.457,00"
2018-05-16,"26,870","21,47","1,11","4,43","5,05","5.457,00"
2018-05-17,"27,920","21,47","1,11","4,43","5,05","5.457,00"
2018-05-18,"27,760","21,47","1,11","4,43","5,05","5.457,00"
2018-05-21,"27,580","21,47","1,11","4,43","5,05","5.457,00"
2018-05-22,"27,300","21,47","1,11","4,43","5,05","5.457,00"
2018-05-23,"27,450","21,47","1,11","4,43","5,05","5.457,00"
2018-05-24,"28,360","21,47","1,11","4,43","5,05","5.457,00"
2018-05-25,"28,360","21,47","1,11","4,43","5,05","5.457,00"
2018-05-28,"28,450","21,47","1,11","4,43","5,05","5.457,00"
2018-05-29,"28,050","21,47","1,11","4,43","5,05","5.457,00"
2018-05-30,"27,400","21,47","1,11","4,43","5,05","5.457,00"
2018-05-31,"27,010","21,47","1,11","4,43","5,05","5.457,00"
2018-06-01,"27,440","21,47","1,11","4,43","5,05","5.457,00"
2018-06-04,"28,150","21,47","1,11","4,43","5,05","5.457,00"
2018-06-05,"28,460","21,47","1,11","4,43","5,05","5.457,00"
2018-06-06,"28,570","21,47","1,11","4,43","5,05","5.457,00"
2018-06-07,"28,310","21,47","1,11","4,43","5,05","5.457,00"
2018-06-08,"28,290","21,47","1,11","4,43","5,05","5.457,00"
2018-06-11,"28,610","21,47","1,11","4,43","5,05","5.457,00"
2018-06-12,"28,920","21,47","1,11","4,43","5,05","5.457,00"
2018-06-13,"29,940","21,47","1,11","4,43","5,05","5.457,00"
2018-06-14,"30,030","21,47","1,11","4,43","5,05","5.457,00"
2018-06-15,"29,930","21,47","1,11","4,43","5,05","5.457,00"
2018-06-18,"29,590","21,47","1,11","4,43","5,05","5.457,00"
2018-06-19,"29,470","21,47","1,11","4,43","5,05","5.457,00"
2018-06-20,"29,440","21,47","1,11","4,43","5,05","5.457,00"
2018-06-21,"29,610","21,47","1,11","4,43","5,05","5.457,00"
2018-06-22,"29,810","21,47","1,11","4,43","5,05","5.457,00"
2018-06-25,"29,510","21,47","1,11","4,43","5,05","5.457,00"
2018-06-26,"29,740","21,47","1,11","4,43","5,05","5.457,00"
2018-06-27,"29,780","21,47","1,11","4,43","5,05","5.457,00"
2018-06-28,"29,470","21,47","1,11","4,43","5,05","5.457,00"
2018-06-29,"29,260","21,47","1,11","4,43","5,05","5.457,00"
2018-07-02,"29,270","21,47","1,11","4,43","5,05","5.457,00"
2018-07-03,"29,580","21,47","1,11","4,43","5,05","5.457,00"
2018-07-04,"29,680","21,47","1,11","4,43","5,05","5.457,00"
2018-07-05,"29,590","21,47","1,11","4,43","5,05","5.457,00"
2018-07-06,"29,640","21,47","1,11","4,43","5,05","5.457,00"
2018-07-09,"30,030","21,47","1,11","4,43","5,05","5.457,00"
2018-07-10,"30,000","21,47","1,11","4,43","5,05","5.457,00"
2018-07-11,"29,340","21,47","1,11","4,43","5,05","5.457,00"
2018-07-12,"29,450","21,47","1,11","4,43","5,05","5.457,00"
2018-07-13,"29,270","21,47","1,11","4,43","5,05","5.457,00"
2018-07-16,"29,190","21,47","1,11","4,43","5,05","5.457,00"
2018-07-17,"29,380","21,47","1,11","4,43","5,05","5.457,00"
2018-07-18,"29,330","21,47","1,11","4,43","5,05","5.457,00"
2018-07-19,"29,270","21,47","1,11","4,43","5,05","5.457,00"
2018-07-20,"29,270","21,47","1,11","4,43","5,05","5.457,00"
2018-07-23,"29,190","21,47","1,11","4,43","5,05","5.457,00"
2018-07-24,"28,850","21,47","1,11","4,43","5,05","5.457,00"
2018-07-25,"28,390","21,47","1,11","4,43","5,05","5.457,00"
2018-07-26,"28,640","21,47","1,11","4,43","5,05","5.457,00"
2018-07-27,"28,430","21,47","1,11","4,43","5,05","5.457,00"
2018-07-30,"28,200","21,47","1,11","4,43","5,05","5.457,00"
2018-07-31,"28,050","21,47","1,11","4,43","5,05","5.457,00"
2018-08-01,"27,980","21,47","1,11","4,43","5,05","5.457,00"
2018-08-02,"27,740","21,47","1,11","4,43","5,05","5.457,00"
2018-08-03,"27,750","21,47","1,11","4,43","5,05","5.457,00"
2018-08-06,"27,520","21,47","1,11","4,43","5,05","5.457,00"
2018-08-07,"27,630","21,47","1,11","4,43","5,05","5.457,00"
2018-08-08,"27,510","21,47","1,11","4,43","5,05","5.457,00"
2018-08-09,"28,020","21,47","1,11","4,43","5,05","5.457,00"
2018-08-10,"28,050","21,47","1,11","4,43","5,05","5.457,00"
2018-08-13,"27,860","21,47","1,11","4,43","5,05","5.457,00"
2018-08-14,"27,610","21,47","1,11","4,43","5,05","5.457,00"
2018-08-15,"27,490","21,47","1,11","4,43","5,05","5.457,00"
2018-08-16,"27,320","21,47","1,11","4,43","5,05","5.457,00"
2018-08-17,"27,550","21,47","1,11","4,43","5,05","5.457,00"
2018-08-20,"27,730","21,47","1,11","4,43","5,05","5.457,00"
2018-08-21,"27,970","21,47","1,11","4,43","5,05","5.457,00"
2018-08-22,"28,410","21,47","1,11","4,43","5,05","5.457,00"
2018-08-23,"28,330","21,47","1,11","4,43","5,05","5.457,00"
2018-08-24,"28,540","21,47","1,11","4,43","5,05","5.457,00"
2018-08-27,"28,810","21,47","1,11","4,43","5,05","5.457,00"
2018-08-28,"28,290","21,47","1,11","4,43","5,05","5.457,00"
2018-08-29,"26,690","21,47","1,11","4,43","5,05","5.457,00"
2018-08-30,"26,140","21,47","1,11","4,43","5,05","5.457,00"
2018-08-31,"26,050","21,47","1,11","4,43","5,05","5.457,00"
2018-09-03,"25,500","21,47","1,11","4,43","5,05","5.457,00"
2018-09-04,"25,250","21,47","1,11","4,43","5,05","5.457,00"
2018-09-05,"25,080","21,47","1,11","4,43","5,05","5.457,00"
2018-09-06,"25,010","21,47","1,11","4,43","5,05","5.457,00"
2018-09-07,"25,170","21,47","1,11","4,43","5,05","5.457,00"
2018-09-10,"25,510","21,47","1,11","4,43","5,05","5.457,00"
2018-09-11,"25,520","21,47","1,11","4,43","5,05","5.457,00"
2018-09-12,"26,570","21,47","1,11","4,43","5,05","5.457,00"
2018-09-13,"26,540","21,47","1,11","4,43","5,05","5.457,00"
2018-09-14,"26,620","21,47","1,11","4,43","5,05","5.457,00"
2018-09-17,"26,220","21,47","1,11","4,43","5,05","5.457,00"
2018-09-18,"26,170","21,47","1,11","4,43","5,05","5.457,00"
2018-09-19,"26,260","21,47","1,11","4,43","5,05","5.457,00"
2018-09-20,"26,770","21,47","1,11","4,43","5,05","5.457,00"
2018-09-21,"27,250","21,47","1,11","4,43","5,05","5.457,00"
2018-09-24,"26,740","21,47","1,11","4,43","5,05","5.457,00"
2018-09-25,"26,400","21,47","1,11","4,43","5,05","5.457,00"
2018-09-26,"26,570","21,47","1,11","4,43","5,05","5.457,00"
2018-09-27,"26,490","21,47","1,11","4,43","5,05","5.457,00"
2018-09-28,"26,110","21,47","1,11","4,43","5,05","5.457,00"
2018-10-01,"26,450","21,47","1,11","4,43","5,05","5.457,00"
2018-10-02,"25,510","21,47","1,11","4,43","5,05","5.457,00"
2018-10-03,"25,700","21,47","1,11","4,43","5,05","5.457,00"
2018-10-04,"25,510","21,47","1,11","4,43","5,05","5.457,00"
2018-10-05,"25,410","21,47","1,11","4,43","5,05","5.457,00"
2018-10-08,"25,100","21,47","1,11","4,43","5,05","5.457,00"
2018-10-09,"25,120","21,47","1,11","4,43","5,05","5.457,00"
2018-10-10,"24,890","21,47","1,11","4,43","5,05","5.457,00"
2018-10-11,"24,850","21,47","1,11","4,43","5,05","5.457,00"
2018-10-12,"24,390","21,47","1,11","4,43","5,05","5.457,00"
2018-10-15,"24,560","21,47","1,11","4,43","5,05","5.457,00"
2018-10-16,"25,040","21,47","1,11","4,43","5,05","5.457,00"
2018-10-17,"24,710","21,47","1,11","4,43","5,05","5.457,00"
2018-10-18,"24,610","21,47","1,11","4,43","5,05","5.457,00"
2018-10-19,"24,350","21,47","1,11","4,43","5,05","5.457,00"
2018-10-22,"24,070","21,47","1,11","4,43","5,05","5.457,00"
2018-10-23,"24,360","21,47","1,11","4,43","5,05","5.457,00"
2018-10-24,"24,550","21,47","1,11","4,43","5,05","5.457,00"
2018-10-25,"24,830","21,47","1,11","4,43","5,05","5.457,00"
2018-10-26,"24,750","21,47","1,11","4,43","5,05","5.457,00"
2018-10-29,"24,960","21,47","1,11","4,43","5,05","5.457,00"
2018-10-30,"25,150","21,47","1,11","4,43","5,05","5.457,00"
2018-10-31,"24,930","21,47","1,11","4,43","5,05","5.457,00"
2018-11-01,"25,490","21,47","1,11","4,43","5,05","5.457,00"
2018-11-02,"25,190","21,47","1,11","4,43","5,05","5.457,00"
2018-11-05,"25,280","21,47","1,11","4,43","5,05","5.457,00"
2018-11-06,"25,010","21,47","1,11","4,43","5,05","5.457,00"
2018-11-07,"26,310","21,47","1,11","4,43","5,05","5.457,00"
2018-11-08,"26,270","21,47","1,11","4,43","5,05","5.457,00"
2018-11-09,"26,420","21,47","1,11","4,43","5,05","5.457,00"
2018-11-12,"26,200","21,47","1,11","4,43","5,05","5.457,00"
2018-11-13,"26,110","21,47","1,11","4,43","5,05","5.457,00"
2018-11-14,"25,710","21,47","1,11","4,43","5,05","5.457,00"
2018-11-15,"25,710","21,47","1,11","4,43","5,05","5.457,00"
2018-11-16,"25,650","21,47","1,11","4,43","5,05","5.457,00"
2018-11-19,"25,190","21,47","1,11","4,43","5,05","5.457,00"
2018-11-20,"24,930","21,47","1,11","4,43","5,05","5.457,00"
2018-11-21,"25,550","21,47","1,11","4,43","5,05","5.457,00"
2018-11-22,"25,900","21,47","1,11","4,43","5,05","5.457,00"
2018-11-23,"26,200","21,47","1,11","4,43","5,05","5.457,00"
2018-11-26,"26,550","21,47","1,11","4,43","5,05","5.457,00"
2018-11-27,"26,930","21,47","1,11","4,43","5,05","5.457,00"
2018-11-28,"27,390","21,47","1,11","4,43","5,05","5.457,00"
2018-11-29,"27,310","21,47","1,11","4,43","5,05","5.457,00"
2018-11-30,"27,090","21,47","1,11","4,43","5,05","5.457,00"
2018-12-03,"27,720","21,47","1,11","4,43","5,05","5.457,00"
2018-12-04,"27,270","21,47","1,11","4,43","5,05","5.457,00"
2018-12-05,"27,210","21,47","1,11","4,43","5,05","5.457,00"
2018-12-06,"26,800","21,47","1,11","4,43","5,05","5.457,00"
2018-12-07,"26,800","21,47","1,11","4,43","5,05","5.457,00"
2018-12-10,"26,610","21,47","1,11","4,43","5,05","5.457,00"
2018-12-11,"26,330","21,47","1,11","4,43","5,05","5.457,00"
2018-12-12,"25,050","21,47","1,11","4,43","5,05","5.457,00"
2018-12-13,"24,990","21,47","1,11","4,43","5,05","5.457,00"
2018-12-14,"24,550","21,47","1,11","4,43","5,05","5.457,00"
2018-12-17,"23,600","21,47","1,11","4,43","5,05","5.457,00"
2018-12-18,"23,910","21,47","1,11","4,43","5,05","5.457,00"
2018-12-19,"23,870","21,47","1,11","4,43","5,05","5.457,00"
2018-12-20,"22,660","21,47","1,11","4,43","5,05","5.457,00"
2018-12-21,"22,750","21,47","1,11","4,43","5,05","5.457,00"
2018-12-24,"22,250","21,47","1,11","4,43","5,05","5.457,00"
2018-12-27,"22,190","21,47","1,11","4,43","5,05","5.457,00"
2018-12-28,"22,390","21,47","1,11","4,43","5,05","5.457,00"
2018-12-31,"22,350","21,47","1,11","4,43","5,05","5.457,00"
2019-01-02,"22,430","20,30","1,17","2,77","4,96","7.598,00"
2019-01-03,"22,110","20,30","1,17","2,77","4,96","7.598,00"
2019-01-04,"22,890","20,30","1,17","2,77","4,96","7.598,00"
2019-01-07,"23,070","20,30","1,17","2,77","4,96","7.598,00"
2019-01-08,"23,570","20,30","1,17","2,77","4,96","7.598,00"
2019-01-09,"23,840","20,30","1,17","2,77","4,96","7.598,00"
2019-01-10,"23,510","20,30","1,17","2,77","4,96","7.598,00"
2019-01-11,"23,450","20,30","1,17","2,77","4,96","7.598,00"
2019-01-14,"23,210","20,30","1,17","2,77","4,96","7.598,00"
2019-01-15,"23,340","20,30","1,17","2,77","4,96","7.598,00"
2019-01-16,"23,080","20,30","1,17","2,77","4,96","7.598,00"
2019-01-17,"23,360","20,30","1,17","2,77","4,96","7.598,00"
2019-01-18,"23,830","20,30","1,17","2,77","4,96","7.598,00"
2019-01-21,"23,910","20,30","1,17","2,77","4,96","7.598,00"
2019-01-22,"23,980","20,30","1,17","2,77","4,96","7.598,00"
2019-01-23,"24,400","20,30","1,17","2,77","4,96","7.598,00"
2019-01-24,"24,450","20,30","1,17","2,77","4,96","7.598,00"
2019-01-25,"24,150","20,30","1,17","2,77","4,96","7.598,00"
2019-01-28,"23,620","20,30","1,17","2,77","4,96","7.598,00"
2019-01-29,"24,020","20,30","1,17","2,77","4,96","7.598,00"
2019-01-30,"24,110","20,30","1,17","2,77","4,96","7.598,00"
2019-01-31,"24,350","20,30","1,17","2,77","4,96","7.598,00"
2019-02-01,"24,510","20,30","1,17","2,77","4,96","7.598,00"
2019-02-04,"24,310","20,30","1,17","2,77","4,96","7.598,00"
2019-02-05,"25,040","20,30","1,17","2,77","4,96","7.598,00"
